fecha,consumo_actual_kwh,consumo_vs_mes_anterior_pct,emisiones_actual_kg,emisiones_vs_mes_anterior_pct,costo_actual_mxn,costo_vs_mes_anterior_pct
2025-11-01,103.10,-15,24.02,-23,25.77,-18
